"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"12/03/2021","950,83","952,43","954,29","943,89","2,37B","1,24%"
"10/03/2021","939,20","936,52","940,90","930,04","1,68B","1,22%"
"09/03/2021","927,85","943,40","944,20","924,82","2,23B","-1,32%"
"08/03/2021","940,23","952,44","953,88","939,03","1,85B","-0,12%"
"05/03/2021","941,36","940,98","949,09","938,07","2,39B","-0,75%"
"04/03/2021","948,47","963,29","963,64","946,57","2,31B","-2,04%"
"03/03/2021","968,22","972,81","973,30","960,56","1,69B","0,06%"
"02/03/2021","967,66","974,94","977,18","965,00","2,34B","-0,01%"
"01/03/2021","967,72","955,63","967,72","950,55","2,71B","2,43%"
"26/02/2021","944,75","940,47","952,73","936,10","4,34B","-0,82%"
"25/02/2021","952,54","958,90","961,22","949,56","2,20B","0,19%"
"24/02/2021","950,72","962,24","965,53","949,92","2,43B","-0,89%"
"23/02/2021","959,21","954,11","961,26","950,69","2,46B","0,84%"
"22/02/2021","951,24","960,22","963,08","951,24","3,04B","-0,06%"
"19/02/2021","951,85","939,21","951,85","939,01","2,18B","1,19%"
"18/02/2021","940,68","947,91","956,94","940,68","2,29B","-0,63%"
"17/02/2021","946,67","960,51","961,57","943,88","2,41B","-1,38%"
"16/02/2021","959,89","964,00","965,14","957,04","2,06B","0,06%"
"15/02/2021","959,32","960,22","966,41","957,20","2,19B","0,60%"
"11/02/2021","953,56","958,29","959,22","950,24","1,92B","0,06%"
"10/02/2021","953,03","954,10","957,39","947,65","3,07B","0,28%"
"09/02/2021","950,33","962,91","972,27","948,38","3,45B","-0,75%"
"08/02/2021","957,56","964,24","966,93","956,44","3,00B","0,42%"
"05/02/2021","953,58","957,31","958,06","944,91","2,74B","0,45%"
"04/02/2021","949,30","949,66","964,15","942,84","2,84B","0,90%"
"03/02/2021","940,86","951,24","956,38","940,03","3,42B","0,23%"
"02/02/2021","938,71","960,59","961,45","934,39","3,51B","-0,91%"
"01/02/2021","947,30","910,46","950,49","885,93","5,41B","3,87%"
"29/01/2021","911,98","949,05","959,37","907,11","3,50B","-3,03%"
"28/01/2021","940,52","950,29","966,19","935,33","3,38B","-2,35%"
"27/01/2021","963,14","970,64","972,08","943,22","4,17B","-0,39%"
"26/01/2021","966,88","986,83","990,25","965,24","3,27B","-2,13%"
"25/01/2021","987,95","994,77","994,96","965,46","3,35B","-0,37%"
"22/01/2021","991,58","1.012,36","1.013,94","989,08","3,45B","-1,94%"
"21/01/2021","1.011,21","1.026,32","1.030,11","1.008,35","3,60B","-0,36%"
"20/01/2021","1.014,85","991,92","1.017,19","988,41","4,19B","2,61%"
"19/01/2021","989,05","1.005,93","1.009,04","982,99","3,08B","-0,92%"
"18/01/2021","998,26","986,53","1.002,53","979,10","4,07B","0,96%"
"15/01/2021","988,75","1.006,90","1.010,49","982,30","3,93B","-1,36%"
"14/01/2021","1.002,38","1.006,85","1.010,29","997,16","4,82B","-0,05%"
"13/01/2021","1.002,89","1.008,15","1.010,63","994,61","4,04B","0,65%"
"12/01/2021","996,44","1.003,74","1.009,51","993,02","4,43B","-0,46%"
"11/01/2021","1.001,02","984,33","1.001,90","984,00","4,04B","2,22%"
"08/01/2021","979,31","967,42","982,90","964,45","4,12B","2,30%"
"07/01/2021","957,31","952,48","959,92","950,65","4,36B","1,23%"
"06/01/2021","945,68","962,10","964,67","930,56","3,06B","-1,63%"
"05/01/2021","961,39","958,84","963,61","950,82","3,65B","0,29%"
"04/01/2021","958,65","939,01","959,71","926,41","3,47B","2,54%"
"30/12/2020","934,89","949,19","949,32","934,22","2,64B","-1,13%"
"29/12/2020","945,59","961,73","965,52","943,16","2,74B","-1,08%"
"28/12/2020","955,90","953,06","957,88","932,01","2,99B","2,04%"
"23/12/2020","936,79","947,82","955,90","908,71","3,82B","-0,23%"
"22/12/2020","938,98","966,23","969,74","936,90","3,92B","-3,30%"
"21/12/2020","970,99","969,54","977,38","961,35","4,16B","0,90%"
"18/12/2020","962,36","966,20","969,22","960,55","4,44B","-0,65%"
"17/12/2020","968,69","974,04","977,21","961,77","4,45B","-0,14%"
"16/12/2020","970,06","956,37","972,13","956,37","5,75B","2,47%"
"15/12/2020","946,73","941,24","946,73","932,89","3,78B","0,59%"
"14/12/2020","941,18","935,23","942,08","932,61","3,32B","1,21%"
"11/12/2020","929,94","937,95","942,15","928,99","3,20B","-0,26%"
"10/12/2020","932,33","940,84","943,67","928,03","4,32B","-0,10%"
"08/12/2020","933,28","939,18","940,06","927,79","3,75B","-0,32%"
"07/12/2020","936,32","927,90","938,27","927,02","2,84B","2,19%"
"04/12/2020","916,25","920,29","920,49","910,44","2,31B","-0,53%"
"03/12/2020","921,18","927,29","929,72","917,16","3,31B","-0,13%"
"02/12/2020","922,36","912,68","922,36","905,94","3,73B","1,94%"
"01/12/2020","904,83","890,15","908,57","879,50","3,46B","2,47%"
"30/11/2020","883,06","918,94","921,26","872,24","9,81B","-4,03%"
"27/11/2020","920,11","924,66","926,37","916,99","3,35B","-0,07%"
"26/11/2020","920,78","900,96","920,78","900,96","2,80B","1,92%"
"25/11/2020","903,46","917,55","922,83","903,36","3,41B","-0,49%"
"24/11/2020","907,88","908,54","910,81","902,10","3,10B","0,69%"
"23/11/2020","901,66","887,35","902,21","887,35","2,74B","1,89%"
"20/11/2020","884,90","889,29","894,86","881,98","2,42B","-0,25%"
"19/11/2020","887,12","880,90","892,68","879,36","2,91B","0,17%"
"18/11/2020","885,65","881,82","889,57","881,82","3,41B","0,44%"
"17/11/2020","881,81","879,60","888,24","876,84","3,57B","0,96%"
"16/11/2020","873,44","876,91","880,94","867,05","2,48B","0,72%"
"13/11/2020","867,20","863,57","869,31","859,24","1,90B","0,06%"
"12/11/2020","866,68","876,17","876,70","864,16","2,19B","-1,52%"
"11/11/2020","880,02","869,41","880,85","867,37","4,89B","1,86%"
"10/11/2020","863,97","858,60","865,53","853,01","4,55B","2,79%"
"09/11/2020","840,51","845,54","848,48","830,78","3,42B","0,67%"
"06/11/2020","834,90","820,56","835,60","812,80","2,78B","2,30%"
"05/11/2020","816,16","795,71","816,48","794,34","2,58B","4,48%"
"04/11/2020","781,13","797,94","800,94","781,13","1,96B","-1,72%"
"03/11/2020","794,77","793,01","795,09","789,51","2,09B","0,78%"
"02/11/2020","788,60","784,61","791,50","777,54","2,36B","-0,24%"
"27/10/2020","790,50","791,09","797,60","787,79","1,93B","-0,47%"
"26/10/2020","794,21","790,45","798,47","789,47","1,94B","0,56%"
"23/10/2020","789,82","794,15","794,36","786,02","2,36B","0,16%"
"22/10/2020","788,56","783,99","789,56","780,11","2,33B","0,17%"
"21/10/2020","787,20","790,95","793,79","785,23","2,78B","0,10%"
"20/10/2020","786,44","789,54","791,96","782,45","2,34B","-0,51%"
"19/10/2020","790,45","787,58","790,45","782,14","2,91B","0,89%"
"16/10/2020","783,45","784,80","786,21","775,06","1,92B","0,07%"
"15/10/2020","782,88","795,35","796,74","782,52","3,17B","-1,68%"
"14/10/2020","796,28","784,27","796,80","781,95","3,38B","1,62%"
"13/10/2020","783,55","777,31","783,97","769,28","1,96B","0,80%"
"12/10/2020","777,30","777,68","779,96","775,61","1,84B","0,72%"
"09/10/2020","771,77","769,82","773,13","767,65","1,45B","0,17%"
"08/10/2020","770,45","767,90","770,45","762,43","1,59B","0,83%"
"07/10/2020","764,09","758,44","766,00","755,79","1,42B","-0,01%"
"06/10/2020","764,16","766,77","769,62","763,26","1,55B","1,20%"
"05/10/2020","755,09","756,02","758,29","748,00","1,00B","0,56%"
"02/10/2020","750,86","761,44","761,54","741,51","1,56B","-1,34%"
"01/10/2020","761,05","745,17","761,05","744,96","1,45B","3,24%"
"30/09/2020","737,15","745,92","747,94","731,51","1,47B","-0,70%"
"29/09/2020","742,38","756,10","759,28","739,37","1,44B","-1,02%"
"28/09/2020","750,00","765,10","769,90","750,00","1,45B","-1,36%"
"25/09/2020","760,32","745,61","761,24","740,56","1,60B","2,75%"
"24/09/2020","740,00","743,44","750,45","735,88","1,45B","-1,88%"
"23/09/2020","754,18","759,60","765,73","745,09","1,50B","-0,29%"
"22/09/2020","756,38","754,27","765,32","751,51","1,44B","-1,51%"
"21/09/2020","767,97","780,17","781,99","765,25","1,59B","-1,58%"
"18/09/2020","780,32","775,76","781,87","770,84","2,82B","0,62%"
"17/09/2020","775,54","781,37","788,31","770,66","1,33B","-0,75%"
"16/09/2020","781,37","792,74","794,23","780,27","1,25B","-1,19%"
"15/09/2020","790,75","807,21","809,77","788,09","1,75B","-1,79%"
"14/09/2020","805,12","789,41","805,12","789,31","2,22B","3,44%"
"11/09/2020","778,32","730,92","780,53","727,91","3,45B","2,94%"
"10/09/2020","756,11","785,64","785,69","756,11","2,77B","-6,00%"
"09/09/2020","804,35","818,47","818,47","802,59","1,95B","-2,63%"
"08/09/2020","826,07","824,78","828,68","824,78","1,27B","0,25%"
"07/09/2020","823,99","824,78","826,92","816,16","1,30B","-0,20%"
"04/09/2020","825,62","834,74","834,72","815,26","1,56B","-1,09%"
"03/09/2020","834,74","843,17","846,82","827,95","1,77B","-1,00%"
"02/09/2020","843,17","841,25","847,71","837,93","1,71B","0,23%"
"01/09/2020","841,25","824,19","841,25","820,19","1,84B","2,07%"
"31/08/2020","824,19","847,75","852,52","822,53","3,07B","-2,78%"
"28/08/2020","847,75","852,66","854,73","843,26","1,93B","-0,58%"
"27/08/2020","852,66","849,52","854,79","843,86","1,83B","0,37%"
"26/08/2020","849,52","850,99","853,41","845,80","1,79B","-0,17%"
"25/08/2020","850,99","836,14","851,84","836,38","2,17B","1,78%"
"24/08/2020","836,14","834,84","839,33","830,33","1,96B","0,16%"
"19/08/2020","834,84","839,02","846,89","834,14","2,45B","-0,50%"
"18/08/2020","839,02","827,22","843,73","826,55","3,40B","1,43%"
"14/08/2020","827,22","825,80","828,92","821,58","2,02B","0,17%"
"13/08/2020","825,80","825,22","835,01","821,16","2,40B","0,07%"
"12/08/2020","825,22","812,30","826,78","809,66","3,60B","1,59%"
"11/08/2020","812,30","806,90","816,43","806,95","2,59B","0,67%"
"10/08/2020","806,90","806,19","809,10","802,66","1,71B","0,09%"
"07/08/2020","806,19","811,59","812,67","799,91","3,10B","-0,67%"
"06/08/2020","811,59","801,69","813,80","801,71","2,62B","1,23%"
"05/08/2020","801,69","789,90","802,43","786,06","2,63B","1,49%"
"04/08/2020","789,90","774,37","789,90","774,47","2,25B","2,01%"
"03/08/2020","774,37","803,01","804,86","760,47","3,07B","-3,57%"
"30/07/2020","803,01","795,38","803,01","792,05","2,68B","0,96%"
"29/07/2020","795,38","799,68","800,38","793,46","1,81B","-0,54%"
"28/07/2020","799,68","800,36","807,09","796,70","1,64B","-0,09%"
"27/07/2020","800,36","791,14","800,36","790,44","1,66B","1,17%"
"24/07/2020","791,14","806,55","807,03","791,14","1,87B","-1,91%"
"23/07/2020","806,55","799,72","811,28","799,83","2,67B","0,86%"
"22/07/2020","799,72","800,48","806,51","797,58","2,45B","-0,10%"
"21/07/2020","800,48","785,83","806,63","784,96","2,48B","1,86%"
"20/07/2020","785,83","792,82","797,11","781,60","1,59B","-0,88%"
"17/07/2020","792,82","797,85","799,79","792,82","1,58B","-0,63%"
"16/07/2020","797,85","793,95","801,17","793,95","1,71B","0,49%"
"15/07/2020","793,95","795,33","804,06","793,50","2,10B","-0,17%"
"14/07/2020","795,33","791,85","798,28","790,65","1,79B","0,44%"
"13/07/2020","791,85","784,56","794,28","782,56","1,57B","0,93%"
"10/07/2020","784,56","789,53","794,05","784,56","1,59B","-0,63%"
"09/07/2020","789,53","796,59","804,10","789,24","2,54B","-0,89%"
"08/07/2020","796,59","775,90","798,72","775,81","2,68B","2,67%"
"07/07/2020","775,90","775,30","781,59","774,74","2,14B","0,08%"
"06/07/2020","775,30","770,96","778,51","770,65","2,03B","0,56%"
"03/07/2020","770,96","769,82","775,48","769,14","2,12B","0,15%"
"02/07/2020","769,82","759,38","769,82","759,38","2,48B","1,37%"
"01/07/2020","759,38","756,20","760,78","753,49","1,52B","0,42%"
"30/06/2020","756,20","759,62","766,15","756,20","2,04B","-0,45%"
"29/06/2020","759,62","760,30","762,34","751,94","1,54B","-0,09%"
"26/06/2020","760,30","760,04","770,08","758,42","1,78B","0,03%"
"25/06/2020","760,04","771,91","771,91","757,02","1,76B","-1,54%"
"24/06/2020","771,91","754,31","775,30","754,31","2,64B","2,33%"
"23/06/2020","754,31","761,21","762,59","752,54","1,81B","-0,91%"
"22/06/2020","761,21","767,44","769,74","758,30","1,51B","-0,81%"
"19/06/2020","767,44","761,98","772,67","761,98","2,10B","0,72%"
"18/06/2020","761,98","775,46","777,99","761,98","2,31B","-1,74%"
"17/06/2020","775,46","776,03","782,61","770,85","2,48B","-0,07%"
"16/06/2020","776,03","739,86","777,20","739,86","2,96B","4,89%"
"15/06/2020","739,86","752,11","760,47","738,27","2,74B","-1,63%"
"12/06/2020","752,11","745,31","753,09","715,90","3,41B","0,91%"
"11/06/2020","745,31","758,95","762,28","736,34","2,89B","-1,80%"
"10/06/2020","758,95","782,64","782,92","754,20","3,48B","-3,03%"
"09/06/2020","782,64","795,29","808,98","782,64","3,46B","-1,59%"
"08/06/2020","795,29","770,67","803,78","770,67","4,36B","3,19%"
"05/06/2020","770,67","764,61","772,83","748,23","3,60B","0,79%"
"04/06/2020","764,61","770,66","786,17","760,21","4,38B","-0,79%"
"03/06/2020","770,66","749,52","772,07","748,19","4,96B","2,82%"
"02/06/2020","749,52","725,83","757,91","725,83","3,99B","3,26%"
"29/05/2020","725,83","709,36","725,83","706,18","6,98B","2,32%"
"28/05/2020","709,36","693,85","716,18","693,42","3,36B","2,24%"
"27/05/2020","693,85","689,33","693,85","683,93","2,70B","0,66%"
"26/05/2020","689,33","672,14","691,49","671,20","2,24B","2,56%"
"20/05/2020","672,14","671,07","675,10","664,18","1,59B","0,16%"
"19/05/2020","671,07","660,47","683,70","660,47","2,23B","1,61%"
"18/05/2020","660,47","657,10","663,62","653,55","1,89B","0,51%"
"15/05/2020","657,10","661,52","667,61","648,65","2,33B","-0,67%"
"14/05/2020","661,52","674,47","675,27","658,05","2,21B","-1,92%"
"13/05/2020","674,47","681,67","681,67","666,94","1,96B","-1,06%"
"12/05/2020","681,67","695,29","696,86","675,40","2,02B","-1,96%"
"11/05/2020","695,29","686,23","697,94","686,23","2,03B","1,32%"
"08/05/2020","686,23","687,44","693,05","684,31","2,18B","-0,18%"
"06/05/2020","687,44","690,96","694,56","684,40","1,66B","-0,51%"
"05/05/2020","690,96","689,33","702,27","687,23","1,56B","0,24%"
"04/05/2020","689,33","713,64","713,64","682,11","1,67B","-3,41%"
"30/04/2020","713,64","680,46","718,00","680,46","2,78B","4,88%"
"29/04/2020","680,46","671,17","681,33","669,63","1,68B","1,39%"
"28/04/2020","671,17","669,76","673,37","664,39","1,72B","0,21%"
"27/04/2020","669,76","663,70","674,04","660,79","1,49B","0,91%"
"24/04/2020","663,70","684,72","685,00","663,70","1,78B","-3,07%"
"23/04/2020","684,72","682,40","695,34","682,40","1,93B","0,34%"
"22/04/2020","682,40","667,63","687,51","654,86","2,09B","2,21%"
"21/04/2020","667,63","682,84","682,84","665,47","1,58B","-2,23%"
"20/04/2020","682,84","695,47","702,65","682,84","1,67B","-1,81%"
"17/04/2020","695,47","662,69","697,18","662,69","2,29B","4,95%"
"16/04/2020","662,69","694,44","694,44","660,05","2,08B","-4,57%"
"15/04/2020","694,44","712,26","721,26","690,38","2,30B","-2,50%"
"14/04/2020","712,26","693,48","712,26","693,48","2,01B","2,71%"
"13/04/2020","693,48","700,06","701,95","686,98","1,35B","-0,94%"
"09/04/2020","700,06","697,73","707,68","684,64","2,09B","0,33%"
"08/04/2020","697,73","729,74","730,18","689,93","1,99B","-4,39%"
"07/04/2020","729,74","736,73","771,21","718,02","3,56B","-0,95%"
"06/04/2020","736,73","702,42","736,73","702,42","2,96B","4,88%"
"03/04/2020","702,42","688,11","702,42","687,81","2,20B","2,08%"
"02/04/2020","688,11","678,30","688,11","660,57","1,85B","1,45%"
"01/04/2020","678,30","691,13","710,86","671,09","2,11B","-1,86%"
"31/03/2020","691,13","670,77","703,40","670,77","2,35B","3,03%"
"30/03/2020","670,77","698,78","698,78","653,23","1,46B","-4,01%"
"27/03/2020","698,78","651,41","730,23","651,41","3,96B","7,27%"
"26/03/2020","651,41","566,83","660,29","566,05","4,43B","14,92%"
"24/03/2020","566,83","583,41","614,93","566,34","2,65B","-2,84%"
"23/03/2020","583,41","624,76","624,76","583,00","1,47B","-6,62%"
"20/03/2020","624,76","612,12","642,34","573,57","3,60B","2,07%"
"19/03/2020","612,12","655,63","655,63","610,75","1,15B","-6,64%"
"18/03/2020","655,63","683,66","689,47","647,15","1,87B","-4,10%"
"17/03/2020","683,66","731,95","734,22","682,82","1,54B","-6,60%"
"16/03/2020","731,95","777,27","776,52","729,63","1,33B","-5,83%"
"13/03/2020","777,27","769,64","786,21","717,51","2,54B","0,99%"
"12/03/2020","769,64","790,92","798,78","769,64","1,58B","-6,12%"
"11/03/2020","819,77","835,32","841,95","811,03","1,73B","-1,53%"
"10/03/2020","832,47","816,92","848,16","816,91","1,71B","2,30%"
"09/03/2020","813,75","852,78","855,56","813,75","1,58B","-8,26%"
"06/03/2020","887,03","902,66","903,60","887,03","1,03B","-3,55%"
"05/03/2020","919,68","931,97","935,48","912,60","1,19B","-0,31%"
"04/03/2020","922,51","893,69","923,96","892,14","1,50B","3,43%"
"03/03/2020","891,94","876,27","900,19","874,63","1,52B","3,79%"
"02/03/2020","859,33","880,22","888,22","859,33","1,53B","-2,30%"
"28/02/2020","879,53","866,12","880,33","846,02","2,01B","-1,48%"
"27/02/2020","892,76","920,12","920,66","889,66","1,43B","-3,24%"
"26/02/2020","922,66","933,65","935,03","922,66","1,36B","-2,02%"
"25/02/2020","941,68","935,16","947,18","932,76","1,14B","0,02%"
"24/02/2020","941,51","948,12","953,91","939,09","1,42B","-1,66%"
"21/02/2020","957,37","968,17","968,99","955,86","1,22B","-1,15%"
"20/02/2020","968,54","967,99","971,65","965,04","1,11B","0,43%"
"19/02/2020","964,39","960,00","964,66","959,93","1,02B","0,85%"
"18/02/2020","956,28","951,57","963,55","951,12","1,09B","0,22%"
"17/02/2020","954,17","952,88","957,92","950,52","845,46M","0,02%"
"14/02/2020","953,95","949,61","958,46","946,99","905,28M","-0,03%"
"13/02/2020","954,21","963,53","964,90","951,81","902,88M","-0,70%"
"12/02/2020","960,98","968,34","969,58","958,54","1,09B","-0,66%"
"11/02/2020","967,38","971,70","973,94","964,93","805,05M","-0,10%"
"10/02/2020","968,34","974,96","975,82","962,97","1,18B","-0,89%"
"07/02/2020","977,00","976,57","979,45","974,59","1,07B","0,13%"
"06/02/2020","975,71","983,33","984,61","973,20","1,05B","-0,09%"
"05/02/2020","976,56","972,64","976,56","964,48","1,17B","1,21%"
"04/02/2020","964,84","970,63","970,63","961,27","1,34B","1,21%"
"03/02/2020","953,26","956,39","965,25","950,16","1,09B","-0,91%"
"31/01/2020","961,98","991,40","991,79","961,98","1,33B","-2,55%"
"30/01/2020","987,20","1.004,84","1.004,89","986,81","806,77M","-1,31%"
"29/01/2020","1.000,32","1.003,67","1.009,15","998,56","877,65M","-0,03%"
"28/01/2020","1.000,67","997,58","1.001,67","989,39","982,99M","-0,31%"
"27/01/2020","1.003,79","1.024,65","1.024,91","1.003,65","893,90M","-2,12%"
"24/01/2020","1.025,50","1.022,84","1.028,62","1.020,06","708,11M","0,09%"
"23/01/2020","1.024,59","1.023,73","1.025,62","1.019,38","801,95M","0,37%"
"22/01/2020","1.020,84","1.024,17","1.026,97","1.019,90","987,12M","-0,18%"
"21/01/2020","1.022,68","1.023,98","1.025,13","1.017,96","846,54M","0,07%"
"20/01/2020","1.022,01","1.034,94","1.035,42","1.020,65","1,06B","-0,74%"
"17/01/2020","1.029,63","1.027,63","1.029,65","1.023,34","930,98M","0,37%"
"16/01/2020","1.025,81","1.023,20","1.028,27","1.017,78","1,15B","0,07%"
"15/01/2020","1.025,07","1.032,51","1.036,62","1.018,54","1,28B","-0,70%"
"14/01/2020","1.032,32","1.028,24","1.032,32","1.025,46","1,23B","0,69%"
"13/01/2020","1.025,29","1.021,59","1.025,29","1.018,71","1,14B","0,72%"
"10/01/2020","1.018,01","1.020,16","1.021,11","1.016,41","965,23M","0,12%"
"09/01/2020","1.016,84","1.011,49","1.016,84","1.009,86","1,04B","1,13%"
"08/01/2020","1.005,45","1.007,10","1.010,44","1.004,10","1,37B","-0,91%"
"07/01/2020","1.014,64","1.013,78","1.016,53","1.008,49","1,19B","0,44%"
"06/01/2020","1.010,23","1.012,93","1.016,16","1.005,83","1,12B","-1,10%"
"03/01/2020","1.021,49","1.016,72","1.021,49","1.012,97","1,08B","0,98%"
"02/01/2020","1.011,62","1.017,16","1.017,52","1.007,50","612,73M","-0,28%"